full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,insurance_value,transmission_type_value,fuel_type_value,body_type_value,owner_type_Value
Ecosport 1.5 Petrol Titanium BSIV,824000.0,2018,1497,Zero Dep,Manual,32799,First Owner,Petrol,121.31,5.0,17.0,SUV,Delhi,6,1,1,3,1
i Wagon R LXI BS IV,391000.0,2018,998,Comprehensive,Manual,66619,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Delhi,5,1,1,1,1
 City i VTEC CVT VX,766000.0,2017,1497,Zero Dep,Automatic,102713,First Owner,Petrol,117.3,5.0,18.0,Sedan,Delhi,6,2,1,2,1
dra Thar CRDe,670000.0,2018,2498,Third Party,Manual,50000,Second Owner,Diesel,105.0,6.0,16.55,SUV,Delhi,2,1,2,3,2
i XL6 Alpha AT,1100000.0,2021,1462,Third Party,Automatic,20000,Second Owner,Petrol,103.2,6.0,17.99,MUV,Delhi,2,2,1,4,2
Ecosport 1.5 Ti VCT AT Titanium BE BSIV,500000.0,2016,1499,Third Party,Automatic,60000,First Owner,Petrol,110.4,5.0,16.05,SUV,Delhi,2,2,1,3,1
i Alto 800 LXI,315000.0,2020,796,Third Party,Manual,10000,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Delhi,2,1,1,1,1
i Wagon R LXI BS IV,114999.99999999999,2010,998,Third Party,Manual,70000,Third Owner,Petrol,67.1,5.0,18.9,Hatchback,Delhi,2,1,1,1,3
ai i20 Magna Plus Diesel,570000.0,2019,1396,Third Party,Manual,90000,First Owner,Diesel,88.76,5.0,22.54,Hatchback,Delhi,2,1,2,1,1
i Alto 800 LXI,320000.0,2020,796,Third Party,Manual,10000,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Delhi,2,1,1,1,1
 Series 730Ld DPE Signature,6000000.0,2018,2993,Third Party,Automatic,50000,Second Owner,Diesel,261.49,5.0,16.77,Sedan,Delhi,2,2,2,2,2
i Baleno 1.2 Zeta,626000.0,2019,1197,Zero Dep,Manual,88750,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Delhi,6,1,1,1,1
i Vitara Brezza ZDi,775000.0,2017,1248,Third Party,Manual,80000,First Owner,Diesel,88.5,5.0,24.3,SUV,Delhi,2,1,2,3,1
a Innova Crysta 2.7 VX 7 STR,2250000.0,2023,2694,Comprehensive,Manual,7500,First Owner,Petrol,163.6,7.0,8.0,MUV,Delhi,5,1,1,4,1
des-Benz C-Class C 200 AVANTGARDE,2500000.0,2015,1991,Third Party,Automatic,40000,First Owner,Petrol,181.04,5.0,14.74,Sedan,Delhi,2,2,1,2,1
dra Bolero SLE,500000.0,2014,2523,Third Party,Manual,80000,First Owner,Diesel,62.1,7.0,15.96,SUV,Delhi,2,1,2,3,1
dra XUV500 1.99 FWD W8,520000.0,2012,1997,Third Party,Manual,110000,First Owner,Diesel,140.0,7.0,15.1,SUV,Delhi,2,1,2,3,1
ctor Plus Smart DCT,1750000.0,2020,1451,Third Party,Automatic,20000,Second Owner,Petrol,141.0,6.0,11.67,SUV,Delhi,2,2,1,3,2
ai Xcent 1.1 CRDi Base,350000.0,2017,1120,Third Party,Manual,120000,First Owner,Diesel,71.0,5.0,24.4,Sedan,Delhi,2,1,2,2,1
i Wagon R LXI CNG,350000.0,2018,998,Third Party,Manual,80000,Second Owner,CNG,58.16,5.0,26.6,Hatchback,Delhi,2,1,3,1,2
i Baleno Sigma BSVI,740000.0,2023,1197,Third Party,Manual,10000,First Owner,Petrol,88.5,5.0,22.35,Hatchback,Delhi,2,1,1,1,1
i Celerio ZXI AMT,457000.0,2017,998,Zero Dep,Automatic,41859,First Owner,Petrol,65.71,5.0,26.0,Hatchback,Delhi,6,2,1,1,1
i Wagon R CNG LXI,555000.0,2020,998,Zero Dep,Manual,34239,First Owner,CNG,58.33,5.0,32.52,Hatchback,Delhi,6,1,3,1,1
wagen Ameo 1.2 MPI Highline Plus,501999.99999999994,2017,1198,Third Party,Manual,92170,First Owner,Petrol,73.75,5.0,17.0,Sedan,Delhi,2,1,1,2,1
i Swift Dzire VXI,313000.0,2012,1197,Comprehensive,Manual,99500,First Owner,Petrol,88.5,5.0,22.41,Sedan,Delhi,5,1,1,2,1
ai Grand i10 1.2 Kappa Sportz Option,459999.99999999994,2017,1197,Zero Dep,Manual,43186,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Delhi,6,1,1,1,1
i Swift Dzire LXI,345000.0,2014,1197,Third Party,Manual,70000,Second Owner,Petrol,85.8,5.0,19.1,Sedan,Delhi,2,1,1,2,2
ai i10 Era,395000.0,2013,1086,Third Party,Manual,60000,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Delhi,2,1,1,1,1
Figo Diesel LXI,210000.0,2014,1399,Third Party,Manual,80000,First Owner,Diesel,68.05,5.0,20.0,Hatchback,Delhi,2,1,2,1,1
ai Creta 1.4 CRDi S,650000.0,2015,1396,Third Party,Manual,90000,First Owner,Diesel,88.7,5.0,21.38,SUV,Delhi,2,1,2,3,1
Ecosport 1.5 Petrol Titanium Plus AT BSIV,625000.0,2017,1497,Third Party,Automatic,50000,Third Owner,Petrol,121.36,5.0,14.8,SUV,Delhi,2,2,1,3,3
eltos GTX Plus DCT,1200000.0,2020,1353,Third Party,Automatic,50000,First Owner,Petrol,138.08,5.0,16.5,SUV,Delhi,2,2,1,3,1
i Alto 800 LXI,366000.0,2020,796,Zero Dep,Manual,18475,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Delhi,6,1,1,1,1
i Swift VXI,483000.0,2017,1197,Comprehensive,Manual,14097,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Delhi,5,1,1,1,2
lt Duster 85PS Diesel RxS,610000.0,2018,1461,Third Party,Manual,73676,First Owner,Diesel,83.8,5.0,19.87,SUV,Delhi,2,1,2,3,1
i Wagon R VXI BS IV,307000.0,2014,998,Comprehensive,Manual,53394,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Delhi,5,1,1,1,1
ai i10 Magna,156000.0,2010,1197,Comprehensive,Manual,74341,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Delhi,5,1,1,1,1
a Etios VX,209000.0,2011,1496,Third Party,Manual,69819,Second Owner,Petrol,88.7,5.0,17.6,Sedan,Delhi,2,1,1,2,2
i Wagon R VXI BS IV,234000.0,2013,998,Comprehensive,Manual,124574,Second Owner,Petrol,67.1,5.0,18.9,Hatchback,Delhi,5,1,1,1,2
ai i20 1.2 Sportz,350000.0,2012,1197,Third Party,Manual,50000,First Owner,Petrol,78.88,5.0,17.0,Hatchback,Delhi,2,1,1,1,1
i Swift VXI,360000.0,2013,1197,Third Party,Manual,80000,Second Owner,Petrol,85.8,5.0,18.6,Hatchback,Delhi,2,1,1,1,2
i Wagon R LXI CNG,300000.0,2016,998,Third Party,Manual,60000,Second Owner,CNG,58.16,5.0,26.6,Hatchback,Delhi,2,1,3,1,2
i Eeco 5 Seater AC BSIV,250000.0,2013,1196,Third Party,Manual,70000,First Owner,Petrol,73.0,5.0,15.37,Minivans,Delhi,2,1,1,5,1
Endeavour 4x4 XLT,114999.99999999999,2006,2953,Third Party,Manual,70000,First Owner,Diesel,153.8,7.0,10.9,SUV,Delhi,2,1,2,3,1
i Swift VXI,292000.0,2012,1197,Comprehensive,Manual,97310,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Delhi,5,1,1,1,1
i Baleno 1.2 CVT Delta,631000.0,2018,1197,Third Party,Automatic,19244,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Delhi,2,2,1,1,1
 City i VTEC S,513000.0,2015,1497,Comprehensive,Manual,67723,First Owner,Petrol,117.3,5.0,17.4,Sedan,Delhi,5,1,1,2,1
i Celerio VXI AMT,323000.0,2015,998,Third Party,Automatic,96295,Second Owner,Petrol,65.71,5.0,26.68,Hatchback,Delhi,2,2,1,1,2
i Wagon R LXI CNG,217000.0,2011,998,Comprehensive,Manual,78724,First Owner,CNG,58.2,5.0,26.2,Hatchback,Delhi,5,1,3,1,1
 Brio S MT,324000.0,2015,1198,Third Party,Manual,50489,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Delhi,2,1,1,1,1
lt Triber RXE BSVI,660000.0,2022,999,Third Party,Manual,30000,First Owner,Petrol,71.01,7.0,20.0,MUV,Delhi,2,1,1,4,1
 Civic 1.8 V AT,350000.0,2011,1799,Third Party,Automatic,70000,Second Owner,Petrol,130.2,5.0,13.9,Sedan,Delhi,2,2,1,2,2
ai Grand i10 Nios Sportz,600000.0,2021,1197,Third Party,Manual,10000,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Delhi,2,1,1,1,1
des-Benz GLC 200,5375000.0,2020,1991,Comprehensive,Automatic,40000,Second Owner,Petrol,197.0,5.0,12.74,SUV,Delhi,5,2,1,3,2
 Civic 1.8 V MT,220000.00000000003,2009,1799,Third Party,Manual,120000,Second Owner,Petrol,130.0,5.0,13.5,Sedan,Delhi,2,1,1,2,2
i Celerio LXI BSVI,580000.0,2022,998,Third Party,Manual,20000,First Owner,Petrol,65.71,5.0,25.24,Hatchback,Delhi,2,1,1,1,1
ai i20 Active 1.2 S,520000.0,2015,1197,Third Party,Manual,61226,First Owner,Petrol,81.86,5.0,17.19,Hatchback,Delhi,2,1,1,1,1
i Wagon R LXI BS IV,304000.0,2014,998,Comprehensive,Manual,79258,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Delhi,5,1,1,1,1
 City i VTEC CVT VX,836999.9999999999,2017,1497,Comprehensive,Automatic,88483,First Owner,Petrol,117.3,5.0,18.0,Sedan,Delhi,5,2,1,2,1
ai Grand i10 Sportz,445000.0,2016,1197,Comprehensive,Manual,35747,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Delhi,5,1,1,1,1
i Swift Dzire VXI,352000.0,2014,1197,Comprehensive,Manual,80888,First Owner,Petrol,88.5,5.0,22.41,Sedan,Delhi,5,1,1,2,1
ai i10 Magna,248000.0,2013,1197,Third Party,Manual,54346,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Gurgaon,2,1,1,1,2
ai Grand i10 Magna,389000.0,2015,1197,Comprehensive,Manual,34425,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Delhi,5,1,1,1,1
ai Santro Xing GLS CNG,100000.0,2011,1086,Third Party,Manual,120000,Second Owner,CNG,62.1,5.0,11.88,Hatchback,Delhi,2,1,3,1,2
Nexon XZ Plus HS,1040000.0,2022,1199,Third Party,Manual,20000,Third Owner,Petrol,118.36,5.0,17.57,SUV,Delhi,2,1,1,3,3
i Alto LX,85000.0,2008,796,Third Party,Manual,50000,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Delhi,2,1,1,1,1
ai i10 Sportz,199000.0,2012,1197,Third Party,Manual,51210,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Delhi,2,1,1,1,1
i Baleno Zeta,626000.0,2020,1197,Third Party,Manual,59549,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Delhi,2,1,1,1,1
ai Verna SX Opt AT Diesel,1487000.0,2021,1493,Zero Dep,Automatic,32748,First Owner,Diesel,113.45,5.0,21.3,Sedan,Delhi,6,2,2,2,1
i Ciaz Delta BSIV,779000.0,2019,1462,Zero Dep,Manual,25643,First Owner,Petrol,103.25,5.0,21.56,Sedan,Delhi,6,1,1,2,1
i Ignis 1.2 AMT Alpha BSIV,534000.0,2017,1197,Third Party,Automatic,52718,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Delhi,2,2,1,1,1
ai Xcent 1.2 VTVT SX Option,521000.0,2017,1197,Third Party,Manual,58005,First Owner,Petrol,81.86,5.0,20.14,Sedan,Delhi,2,1,1,2,1
ai i20 Asta 1.2,535000.0,2016,1197,Third Party,Manual,50697,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Delhi,2,1,1,1,2
ai i10 Magna,163000.0,2010,1197,Third Party,Manual,60324,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Delhi,2,1,1,1,1
i Swift Lxi BSIII,235000.0,2011,1298,Third Party,Manual,73564,Second Owner,Petrol,88.2,5.0,16.1,Hatchback,Delhi,2,1,1,1,2
ai i20 Petrol CVT Magna Executive,650000.0,2018,1197,Third Party,Automatic,40000,First Owner,Petrol,81.86,5.0,17.4,Hatchback,Delhi,2,2,1,1,1
dra XUV500 W8 2WD,615000.0,2014,2179,Third Party,Manual,40000,Second Owner,Diesel,140.0,7.0,15.1,SUV,Delhi,2,1,2,3,2
n Micra XV,210000.0,2012,1198,Third Party,Manual,120000,First Owner,Petrol,75.0,5.0,18.06,Hatchback,Delhi,2,1,1,1,1
 City 1.5 S MT,120000.0,2009,1497,Third Party,Manual,80000,First Owner,Petrol,116.348,5.0,17.0,Sedan,Delhi,2,1,1,2,1
i Alto LXi,70000.0,2006,796,Third Party,Manual,90000,Fifth Owner,Petrol,46.3,5.0,19.7,Hatchback,Delhi,2,1,1,1,5
Tiago NRG Diesel,600000.0,2020,1047,Third Party,Manual,50000,First Owner,Diesel,69.0,5.0,27.0,Hatchback,Delhi,2,1,2,1,1
ai Grand i10 Asta,433000.0,2016,1197,Third Party,Manual,79455,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Delhi,2,1,1,1,1
ai i10 Magna 1.1L,278000.0,2014,1086,Third Party,Manual,62663,Second Owner,Petrol,68.05,5.0,19.81,Hatchback,Delhi,2,1,1,1,2
i SX4 S Cross Alpha,922000.0000000001,2020,1462,Comprehensive,Manual,29510,Second Owner,Petrol,103.25,5.0,18.55,SUV,Delhi,5,1,1,3,2
a Urban cruiser Premium AT,1050000.0,2022,1462,Comprehensive,Automatic,19278,Second Owner,Petrol,103.26,5.0,18.76,SUV,Delhi,5,2,1,3,2
i Swift ZXI,328000.0,2012,1197,Comprehensive,Manual,46891,First Owner,Petrol,85.8,5.0,18.6,Hatchback,Delhi,5,1,1,1,1
i Baleno 1.2 Delta,513000.0,2017,1197,Comprehensive,Manual,58730,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Delhi,5,1,1,1,2
Endeavour Titanium Plus 4X2,2800000.0,2019,2198,Comprehensive,Automatic,80000,First Owner,Diesel,158.2,7.0,14.2,SUV,Delhi,5,2,2,3,1
ai i20 Active 1.2,492000.0,2016,1197,Third Party,Manual,71265,Second Owner,Petrol,81.86,5.0,17.19,Hatchback,Delhi,2,1,1,1,2
i Baleno Alpha CVT,757000.0,2019,1197,Third Party,Automatic,16461,First Owner,Petrol,81.8,5.0,19.56,Hatchback,Delhi,2,2,1,1,1
n GO Plus T Option,530000.0,2021,1198,Third Party,Manual,10283,First Owner,Petrol,67.05,7.0,19.02,MUV,Delhi,2,1,1,4,1
ai Creta 1.4 E Plus,700000.0,2017,1396,Third Party,Manual,90000,First Owner,Diesel,88.7,5.0,22.1,SUV,Delhi,2,1,2,3,1
i Alto 800 LXI,200000.0,2012,796,Third Party,Manual,50000,First Owner,Petrol,47.3,5.0,22.74,Hatchback,Gurgaon,2,1,1,1,1
lt Triber RXL BSVI,550000.0,2020,999,Third Party,Manual,50000,First Owner,Petrol,71.01,7.0,20.0,MUV,Delhi,2,1,1,4,1
A4 35 TDI Premium Sport,1395000.0,2015,1968,Third Party,Automatic,80000,First Owner,Diesel,174.33,5.0,17.11,Sedan,Delhi,2,2,2,2,1
ai Grand i10 Sportz,429000.0,2017,1197,Third Party,Manual,86017,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Delhi,2,1,1,1,1
n Micra Active XV,341000.0,2018,1198,Third Party,Manual,58866,First Owner,Petrol,67.04,5.0,19.69,Hatchback,Delhi,2,1,1,1,1
i Alto 800 VXI BSVI,417000.0,2021,796,Zero Dep,Manual,22928,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Delhi,6,1,1,1,1
ai i10 Era 1.1 iTech SE,144000.0,2010,1086,Comprehensive,Manual,32698,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Delhi,5,1,1,1,1
i Ritz LXi,206999.99999999997,2012,1197,Comprehensive,Manual,119936,First Owner,Petrol,85.8,5.0,18.5,Hatchback,Delhi,5,1,1,1,1
ai Grand i10 Sportz,356000.0,2015,1197,Third Party,Manual,59900,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Delhi,2,1,1,1,2
ai Santro Sportz BSIV,445000.0,2019,1086,Third Party,Manual,46370,Second Owner,Petrol,68.0,5.0,20.3,Hatchback,Delhi,2,1,1,1,2
ai Venue SX Diesel,1132000.0,2022,1493,Third Party,Manual,21649,Second Owner,Diesel,98.6,5.0,23.7,SUV,Delhi,2,1,2,3,2
ai i10 Magna 1.1L,220000.00000000003,2015,1086,Third Party,Manual,100000,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Delhi,2,1,1,1,1
i Ciaz ZXi Plus,400000.0,2016,1373,Third Party,Manual,120000,First Owner,Petrol,91.1,5.0,20.73,Sedan,Delhi,2,1,1,2,1
i Wagon R VXI BS IV with ABS,300000.0,2014,998,Third Party,Manual,70000,First Owner,Petrol,67.06,5.0,20.51,Hatchback,Delhi,2,1,1,1,1
i Ignis 1.2 Alpha BSIV,416000.0,2018,1197,Comprehensive,Manual,123617,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Delhi,5,1,1,1,1
ai i20 Active 1.2 S,567000.0,2017,1197,Third Party,Manual,60915,First Owner,Petrol,81.86,5.0,17.19,Hatchback,Delhi,2,1,1,1,1
Nexon XZA Plus (O) AMT,1147000.0,2021,1199,Zero Dep,Automatic,18515,First Owner,Petrol,118.36,5.0,16.35,SUV,Delhi,6,2,1,3,1
lt Triber RXZ,609000.0,2019,999,Zero Dep,Manual,30714,First Owner,Petrol,71.01,7.0,20.0,MUV,Delhi,6,1,1,4,1
i Celerio VXI CNG,391000.0,2017,998,Zero Dep,Manual,98177,First Owner,CNG,55.92,5.0,47.46666666666667,Hatchback,Delhi,6,1,3,1,1
ai i10 Magna,222000.00000000003,2012,1197,Comprehensive,Manual,102984,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Delhi,5,1,1,1,1
i Swift VXI,185000.0,2010,1197,Third Party,Manual,80407,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Delhi,2,1,1,1,1
i Alto 800 VXI,238000.0,2015,796,Third Party,Manual,87581,First Owner,Petrol,47.3,5.0,22.74,Hatchback,Delhi,2,1,1,1,1
Zest Revotron 1.2T XE,280000.0,2016,1193,Third Party,Manual,80000,Third Owner,Petrol,88.7,5.0,17.57,Sedan,Delhi,2,1,1,2,3
i Wagon R AX BSIV,220000.00000000003,2012,998,Third Party,Manual,50000,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Delhi,2,1,1,1,1
a Innova Crysta 2.4 VX MT BSIV,1500000.0,2017,2393,Third Party,Manual,60000,First Owner,Diesel,147.8,7.0,13.68,MUV,Delhi,2,1,2,4,1
A4 35 TDI Premium,1390000.0,2015,1968,Third Party,Automatic,43600,Second Owner,Diesel,174.33,5.0,17.11,Sedan,Delhi,2,2,2,2,2
Aspire Titanium Plus Diesel,300000.0,2016,1499,Third Party,Manual,120000,First Owner,Diesel,98.96,5.0,24.4,Sedan,Delhi,2,1,2,2,1
 City i-DTEC ZX,840000.0,2018,1498,Third Party,Manual,150000,First Owner,Diesel,97.9,5.0,25.6,Sedan,Delhi,2,1,2,2,1
a Etios G,190000.0,2011,1496,Third Party,Manual,100000,First Owner,Petrol,88.73,5.0,17.6,Sedan,Delhi,2,1,1,2,1
i Alto 800 CNG LXI,329000.0,2017,796,Third Party,Manual,71707,First Owner,CNG,40.3,5.0,33.44,Hatchback,Delhi,2,1,3,1,1
Altroz XZ Diesel BSVI,702000.0,2020,1497,Third Party,Manual,20986,First Owner,Diesel,88.77,5.0,23.64,Hatchback,Delhi,2,1,2,1,1
ai Venue SX Plus Turbo DCT,1022000.0000000001,2021,998,Comprehensive,Automatic,16105,Second Owner,Petrol,118.35,5.0,18.15,SUV,Delhi,5,2,1,3,2
 Jazz 1.2 VX i VTEC,539000.0,2016,1199,Third Party,Manual,29150,Second Owner,Petrol,88.7,5.0,18.7,Hatchback,Delhi,2,1,1,1,2
lt Duster Petrol RXS,742000.0,2019,1498,Third Party,Manual,42916,First Owner,Petrol,104.5,5.0,14.99,SUV,Delhi,2,1,1,3,1
ai Grand i10 Nios AMT Sportz,651000.0,2019,1197,Comprehensive,Automatic,75838,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Delhi,5,2,1,1,1
ai i20 1.2 Asta,261000.0,2011,1197,Comprehensive,Manual,62690,First Owner,Petrol,78.88,5.0,17.0,Hatchback,Delhi,5,1,1,1,1
ai i10 Magna,200999.99999999997,2011,1197,Third Party,Manual,51987,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Delhi,2,1,1,1,1
 City V AT,480000.0,2012,1497,Comprehensive,Automatic,42386,First Owner,Petrol,116.3,5.0,15.6,Sedan,Delhi,5,2,1,2,1
i Wagon R VXI,509999.99999999994,2021,998,Third Party,Manual,40000,First Owner,Petrol,67.05,5.0,21.79,Hatchback,Delhi,2,1,1,1,1
ai Verna Xi (Petrol),125000.0,2008,1599,Third Party,Manual,40000,First Owner,Petrol,103.2,5.0,13.9,Sedan,Delhi,2,1,1,2,1
i Baleno 1.2 Alpha,500000.0,2018,1197,Third Party,Manual,40000,Third Owner,Petrol,83.1,5.0,21.4,Hatchback,Delhi,2,1,1,1,3
 City V MT,1070000.0,2022,1498,Third Party,Manual,10000,First Owner,Petrol,119.35,5.0,18.6,Sedan,Delhi,2,1,1,2,1
i Swift Dzire LXI Option,400000.0,2016,1197,Third Party,Manual,60000,First Owner,Petrol,83.14,5.0,20.85,Sedan,Delhi,2,1,1,2,1
i Wagon R LXI BS IV,204999.99999999997,2011,998,Third Party,Manual,70000,Second Owner,Petrol,67.1,5.0,18.9,Hatchback,Delhi,2,1,1,1,2
wagen Vento 1.5 TDI Highline,859000.0,2019,1498,Third Party,Manual,39859,First Owner,Diesel,108.6,5.0,22.27,Sedan,Delhi,2,1,2,2,1
a Innova Crysta 2.8 ZX AT BSIV,2051000.0000000002,2019,2755,Comprehensive,Automatic,22480,First Owner,Diesel,171.5,7.0,11.36,MUV,Delhi,5,2,2,4,1
i Ciaz ZDi SHVS,487000.0,2015,1248,Third Party,Manual,70432,First Owner,Diesel,88.5,5.0,28.09,Sedan,Delhi,2,1,2,2,1
 Brio S MT,250999.99999999997,2012,1198,Comprehensive,Manual,59321,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Delhi,5,1,1,1,1
 WR-V Alive Edition S,671000.0,2019,1199,Comprehensive,Manual,68296,First Owner,Petrol,88.7,5.0,17.5,Hatchback,Delhi,5,1,1,1,1
i Wagon R VXI BS IV,295000.0,2013,998,Comprehensive,Manual,8889,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Delhi,5,1,1,1,1
i Swift Dzire AMT VXI,532000.0,2018,1197,Third Party,Automatic,94753,Second Owner,Petrol,81.8,5.0,21.21,Sedan,Delhi,2,2,1,2,2
lt KWID RXT,252000.0,2017,799,Third Party,Manual,32483,Second Owner,Petrol,53.3,5.0,25.17,Hatchback,Delhi,2,1,1,1,2
Tiago 1.2 Revotron XM,385000.0,2016,1199,Third Party,Manual,4253,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Delhi,2,1,1,1,1
ai Venue S Plus,790000.0,2021,1197,Third Party,Manual,20000,First Owner,Petrol,81.86,5.0,17.52,SUV,Delhi,2,1,1,3,1
ai i20 1.2 Asta,550000.0,2018,1197,Third Party,Manual,40000,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Delhi,2,1,1,1,1
 Rapid 1.6 MPI AT Elegance,765000.0,2017,1598,Third Party,Automatic,42000,First Owner,Petrol,103.52,5.0,14.3,Sedan,Delhi,2,2,1,2,1
i Ciaz Delta BSVI,860000.0,2020,1462,Third Party,Manual,20000,First Owner,Petrol,103.25,5.0,20.65,Sedan,Delhi,2,1,1,2,1
Compass 2.0 Limited 4X4,1650000.0,2019,1956,Third Party,Manual,60000,First Owner,Diesel,170.0,5.0,16.3,SUV,Delhi,2,1,2,3,1
ai i20 Petrol Asta,670000.0,2019,1197,Third Party,Manual,60000,First Owner,Petrol,81.86,5.0,18.6,Hatchback,Delhi,2,1,1,1,1
 City S,274000.0,2011,1497,Third Party,Manual,89742,Second Owner,Petrol,116.4,5.0,16.8,Sedan,Delhi,2,1,1,2,2
Tiago XZ Plus CNG BSVI,755000.0,2022,1199,Zero Dep,Manual,5237,First Owner,CNG,72.0,5.0,35.32,Hatchback,Delhi,6,1,3,1,1
i Alto 800 LXI CNG,344000.0,2018,796,Comprehensive,Manual,15116,First Owner,CNG,47.3,5.0,33.0,Hatchback,Delhi,5,1,3,1,1
wagen Vento 1.6 Comfortline BSIV,880000.0000000001,2019,1598,Third Party,Manual,28655,First Owner,Petrol,103.2,5.0,16.09,Sedan,Delhi,2,1,1,2,1
i Celerio VXI CNG,425000.0,2019,998,Third Party,Manual,91966,First Owner,CNG,55.92,5.0,47.46666666666667,Hatchback,Delhi,2,1,3,1,1
ai i20 1.2 Magna Opt,252999.99999999997,2011,1197,Third Party,Manual,16920,First Owner,Petrol,78.88,5.0,17.0,Hatchback,Delhi,2,1,1,1,1
ai i20 Sportz 1.2,515000.00000000006,2016,1197,Comprehensive,Manual,37722,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Delhi,5,1,1,1,1
i Wagon R VXI BS IV,199000.0,2011,998,Third Party,Manual,22851,Second Owner,Petrol,67.1,5.0,18.9,Hatchback,Delhi,2,1,1,1,2
ai i20 Active S Petrol,559000.0,2018,1197,Third Party,Manual,89816,First Owner,Petrol,81.86,5.0,17.19,Hatchback,Delhi,2,1,1,1,1
i Swift VXI,340000.0,2012,1197,Third Party,Manual,100000,First Owner,Petrol,85.8,5.0,18.6,Hatchback,Gurgaon,2,1,1,1,1
dra XUV500 W8 2WD,800000.0,2014,2179,Third Party,Manual,100000,First Owner,Diesel,140.0,7.0,15.1,SUV,Delhi,2,1,2,3,1
 Series 750Li Design Pure Excellence CBU,6500000.0,2016,4395,Third Party,Automatic,60000,Second Owner,Petrol,442.53,5.0,12.05,Sedan,Delhi,2,2,1,2,2
Tigor XZ Plus CNG BSVI,850000.0,2022,1199,Third Party,Manual,20000,First Owner,CNG,72.4,5.0,26.49,Sedan,Delhi,2,1,3,2,1
Zest Quadrajet 1.3 75PS XM,430000.0,2017,1248,Third Party,Manual,80000,Second Owner,Diesel,74.0,5.0,22.95,Sedan,Delhi,2,1,2,2,2
 WR-V SV,876000.0,2022,1199,Third Party,Manual,4337,First Owner,Petrol,88.5,5.0,16.5,SUV,Delhi,2,1,1,3,1
eltos GTK,1042000.0,2019,1353,Third Party,Manual,56426,First Owner,Petrol,138.0,5.0,16.1,SUV,Delhi,2,1,1,3,1
i Ciaz Alpha 1.5,882000.0,2019,1498,Comprehensive,Manual,91829,Third Owner,Diesel,93.87,5.0,26.82,Sedan,Delhi,5,1,2,2,3
Compass 2.0 Sport Plus BSIV,1290000.0,2019,1956,Comprehensive,Manual,44731,First Owner,Diesel,170.0,5.0,17.1,SUV,Delhi,5,1,2,3,1
 City S,247000.00000000003,2010,1497,Third Party,Manual,102408,First Owner,Petrol,116.4,5.0,16.8,Sedan,Delhi,2,1,1,2,1
i Baleno 1.2 Delta,501999.99999999994,2016,1197,Third Party,Manual,66012,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Delhi,2,1,1,1,1
ai i20 Sportz 1.2,310000.0,2012,1197,Third Party,Manual,34413,First Owner,Petrol,82.85,5.0,18.5,Hatchback,Delhi,2,1,1,1,1
i Baleno 1.2 Sigma,418000.0,2016,1197,Third Party,Manual,57963,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Delhi,2,1,1,1,1
